hh_type,hh_id
Households containing two or more families with children aged 0-17,HHD2_40510
Couple with dependent children aged 0-17,HHD2_40511
Couple with dependent children aged 0-17,HHD2_40512
Couple with dependent children aged 0-17,HHD2_40513
Couple with dependent children aged 0-17,HHD2_40514
Couple with dependent children aged 0-17,HHD2_40515
Couple with dependent children aged 0-17,HHD2_40516
Couple with dependent children aged 0-17,HHD2_40517
Couple with dependent children aged 0-17,HHD2_40518
Couple with dependent children aged 0-17,HHD2_40519
Lone parent with dependent children aged 0-17,HHD2_40520
Couple with dependent children aged 0-17,HHD2_40521
Lone parent with dependent children aged 0-17,HHD2_40522
Couple with dependent children aged 0-17,HHD2_40523
Couple with dependent children aged 0-17,HHD2_40524
Couple with dependent children aged 0-17,HHD2_40525
Lone parent with dependent children aged 0-17,HHD2_40526
Couple with dependent children aged 0-17,HHD2_40527
Couple with dependent children aged 0-17,HHD2_40528
Lone parent with dependent children aged 0-17,HHD2_40529
Couple with dependent children aged 0-17,HHD2_40530
Couple with dependent children aged 0-17,HHD2_40531
Lone parent with dependent children aged 0-17,HHD2_40532
Couple with dependent children aged 0-17,HHD2_40533
Couple with dependent children aged 0-17,HHD2_40534
Lone parent with dependent children aged 0-17,HHD2_40535
Couple with dependent children aged 0-17,HHD2_40536
Couple with dependent children aged 0-17,HHD2_40537
Couple with dependent children aged 0-17,HHD2_40538
Couple with dependent children aged 0-17,HHD2_40539
Lone parent with dependent children aged 0-17,HHD2_40540
Couple with dependent children aged 0-17,HHD2_40541
Lone parent with dependent children aged 0-17,HHD2_40542
Couple with dependent children aged 0-17,HHD2_40543
Lone parent with dependent children aged 0-17,HHD2_40544
Couple with dependent children aged 0-17,HHD2_40545
Couple with dependent children aged 0-17,HHD2_40546
Couple with dependent children aged 0-17,HHD2_40547
Couple with dependent children aged 0-17,HHD2_40548
Couple with dependent children aged 0-17,HHD2_40549
Couple with dependent children aged 0-17,HHD2_40550
Couple with dependent children aged 0-17,HHD2_40551
Couple with dependent children aged 0-17,HHD2_40552
Couple with dependent children aged 0-17,HHD2_40553
Couple with dependent children aged 0-17,HHD2_40554
Couple with dependent children aged 0-17,HHD2_40555
Couple with dependent children aged 0-17,HHD2_40556
Couple with dependent children aged 0-17,HHD2_40557
Lone parent with dependent children aged 0-17,HHD2_40558
Couple with dependent children aged 0-17,HHD2_40559
Couple with dependent children aged 0-17,HHD2_40560
Couple with dependent children aged 0-17,HHD2_40561
Couple with dependent children aged 0-17,HHD2_40562
Couple with dependent children aged 0-17,HHD2_40563
Couple with dependent children aged 0-17,HHD2_40564
Couple with dependent children aged 0-17,HHD2_40565
Lone parent with dependent children aged 0-17,HHD2_40566
Lone parent with dependent children aged 0-17,HHD2_40567
Couple with dependent children aged 0-17,HHD2_40568
Couple with dependent children aged 0-17,HHD2_40569
Couple with dependent children aged 0-17,HHD2_40570
Couple with dependent children aged 0-17,HHD2_40571
Couple with dependent children aged 0-17,HHD2_40572
Couple with dependent children aged 0-17,HHD2_40573
Couple with dependent children aged 0-17,HHD2_40574
Couple with dependent children aged 0-17,HHD2_40575
Couple with dependent children aged 0-17,HHD2_40576
Couple with dependent children aged 0-17,HHD2_40577
Couple with dependent children aged 0-17,HHD2_40578
Lone parent with dependent children aged 0-17,HHD2_40579
Couple with dependent children aged 0-17,HHD2_40580
Couple with dependent children aged 0-17,HHD2_40581
Couple with dependent children aged 0-17,HHD2_40582
Couple with dependent children aged 0-17,HHD2_40583
Couple with dependent children aged 0-17,HHD2_40584
Couple with dependent children aged 0-17,HHD2_40585
Couple with dependent children aged 0-17,HHD2_40586
Couple with dependent children aged 0-17,HHD2_40587
Lone parent with dependent children aged 0-17,HHD2_40588
Couple with dependent children aged 0-17,HHD2_40589
Couple with dependent children aged 0-17,HHD2_40590
Couple with dependent children aged 0-17,HHD2_40591
Couple with dependent children aged 0-17,HHD2_40592
Couple with dependent children aged 0-17,HHD2_40593
Couple with dependent children aged 0-17,HHD2_40594
Couple with dependent children aged 0-17,HHD2_40595
Couple with dependent children aged 0-17,HHD2_40596
Couple with dependent children aged 0-17,HHD2_40597
Lone parent with dependent children aged 0-17,HHD2_40598
Couple with dependent children aged 0-17,HHD2_40599
Lone parent with dependent children aged 0-17,HHD2_40600
Lone parent with dependent children aged 0-17,HHD2_40601
Couple with dependent children aged 0-17,HHD2_40602
Couple with dependent children aged 0-17,HHD2_40603
Couple with dependent children aged 0-17,HHD2_40604
Couple with dependent children aged 0-17,HHD2_40605
Couple with dependent children aged 0-17,HHD2_40606
Couple with dependent children aged 0-17,HHD2_40607
Couple with dependent children aged 0-17,HHD2_40608
Couple with dependent children aged 0-17,HHD2_40609
Couple with dependent children aged 0-17,HHD2_40610
Couple with dependent children aged 0-17,HHD2_40611
Lone parent with dependent children aged 0-17,HHD2_40612
Couple with dependent children aged 0-17,HHD2_40613
Couple with dependent children aged 0-17,HHD2_40614
Couple with dependent children aged 0-17,HHD2_40615
Couple with dependent children aged 0-17,HHD2_40616
Couple with dependent children aged 0-17,HHD2_40617
Couple with dependent children aged 0-17,HHD2_40618
Couple with dependent children aged 0-17,HHD2_40619
Lone parent with dependent children aged 0-17,HHD2_40620
Lone parent with dependent children aged 0-17,HHD2_40621
Couple with dependent children aged 0-17,HHD2_40622
Couple with dependent children aged 0-17,HHD2_40623
Lone parent with dependent children aged 0-17,HHD2_40624
Couple with dependent children aged 0-17,HHD2_40625
Lone parent with dependent children aged 0-17,HHD2_40626
Couple with dependent children aged 0-17,HHD2_40627
Couple with dependent children aged 0-17,HHD2_40628
Lone parent with dependent children aged 0-17,HHD2_40629
Couple with dependent children aged 0-17,HHD2_40630
Couple with dependent children aged 0-17,HHD2_40631
Couple with dependent children aged 0-17,HHD2_40632
Couple with dependent children aged 0-17,HHD2_40633
Couple with dependent children aged 0-17,HHD2_40634
Couple with dependent children aged 0-17,HHD2_40635
Couple with dependent children aged 0-17,HHD3_40003
Couple with dependent children aged 0-17,HHD3_40004
Couple with dependent children aged 0-17,HHD3_40005
Couple with dependent children aged 0-17,HHD3_40006
Couple with dependent children aged 0-17,HHD3_40007
Couple with dependent children aged 0-17,HHD3_40008
Lone parent with dependent children aged 0-17,HHD3_40009
Couple with dependent children aged 0-17,HHD3_40010
Couple with dependent children aged 0-17,HHD3_40011
Couple with dependent children aged 0-17,HHD3_40013
Lone parent with dependent children aged 0-17,HHD3_40014
Couple with dependent children aged 0-17,HHD3_40015
Couple with dependent children aged 0-17,HHD3_40018
Couple with dependent children aged 0-17,HHD3_40019
Couple with dependent children aged 0-17,HHD3_40020
Couple with dependent children aged 0-17,HHD3_40021
Couple with dependent children aged 0-17,HHD3_40022
Couple with dependent children aged 0-17,HHD3_40023
Couple with dependent children aged 0-17,HHD3_40024
Couple with dependent children aged 0-17,HHD3_40025
Households containing two or more families with children aged 0-17,HHD3_40027
Couple with dependent children aged 0-17,HHD3_40028
Couple with dependent children aged 0-17,HHD3_40030
Couple with dependent children aged 0-17,HHD3_40031
Couple with dependent children aged 0-17,HHD3_40032
Couple with dependent children aged 0-17,HHD3_40033
Couple with dependent children aged 0-17,HHD3_40034
Couple with dependent children aged 0-17,HHD3_40035
Couple with dependent children aged 0-17,HHD3_40036
Couple with dependent children aged 0-17,HHD3_40039
Households containing two or more families with children aged 0-17,HHD3_40040
Couple with dependent children aged 0-17,HHD3_40042
Couple with dependent children aged 0-17,HHD3_40043
Couple with dependent children aged 0-17,HHD3_40044
Couple with dependent children aged 0-17,HHD3_40045
Couple with dependent children aged 0-17,HHD3_40046
Couple with dependent children aged 0-17,HHD3_40047
Couple with dependent children aged 0-17,HHD3_40049
Couple with dependent children aged 0-17,HHD3_40050
Couple with dependent children aged 0-17,HHD3_40053
Couple with dependent children aged 0-17,HHD3_40055
Couple with dependent children aged 0-17,HHD3_40056
Couple with dependent children aged 0-17,HHD3_40058
Couple with dependent children aged 0-17,HHD3_40062
Lone parent with dependent children aged 0-17,HHD3_40064
Lone parent with dependent children aged 0-17,HHD3_40065
Couple with dependent children aged 0-17,HHD3_40066
Couple with dependent children aged 0-17,HHD3_40069
Couple with dependent children aged 0-17,HHD3_40072
Couple with dependent children aged 0-17,HHD3_40073
Lone parent with dependent children aged 0-17,HHD3_40074
Couple with dependent children aged 0-17,HHD3_40075
Couple with dependent children aged 0-17,HHD3_40076
Couple with dependent children aged 0-17,HHD3_40077
Couple with dependent children aged 0-17,HHD3_40078
Couple with dependent children aged 0-17,HHD3_40079
Couple with dependent children aged 0-17,HHD3_40080
Couple with dependent children aged 0-17,HHD3_40083
Couple with dependent children aged 0-17,HHD3_40087
Couple with dependent children aged 0-17,HHD3_40088
Couple with dependent children aged 0-17,HHD3_40090
Couple with dependent children aged 0-17,HHD3_40091
Couple with dependent children aged 0-17,HHD3_40093
Couple with dependent children aged 0-17,HHD3_40094
Couple with dependent children aged 0-17,HHD3_40095
Couple with dependent children aged 0-17,HHD3_40096
Couple with dependent children aged 0-17,HHD3_40097
Households containing two or more families with children aged 0-17,HHD3_40098
Couple with dependent children aged 0-17,HHD3_40099
Couple with dependent children aged 0-17,HHD3_40100
Lone parent with dependent children aged 0-17,HHD3_40101
Couple with dependent children aged 0-17,HHD3_40102
Couple with dependent children aged 0-17,HHD3_40103
Couple with dependent children aged 0-17,HHD3_40105
Lone parent with dependent children aged 0-17,HHD3_40106
Couple with dependent children aged 0-17,HHD3_40108
Lone parent with dependent children aged 0-17,HHD3_40109
Couple with dependent children aged 0-17,HHD3_40110
Couple with dependent children aged 0-17,HHD3_40111
Couple with dependent children aged 0-17,HHD3_40112
Couple with dependent children aged 0-17,HHD3_40114
Couple with dependent children aged 0-17,HHD3_40117
Couple with dependent children aged 0-17,HHD3_40118
Couple with dependent children aged 0-17,HHD3_40120
Households containing two or more families with children aged 0-17,HHD3_40122
Couple with dependent children aged 0-17,HHD3_40123
Couple with dependent children aged 0-17,HHD3_40126
Couple with dependent children aged 0-17,HHD3_40130
Couple with dependent children aged 0-17,HHD3_40132
Couple with dependent children aged 0-17,HHD3_40134
Lone parent with dependent children aged 0-17,HHD3_40136
Couple with dependent children aged 0-17,HHD3_40137
Lone parent with dependent children aged 0-17,HHD3_40138
Couple with dependent children aged 0-17,HHD3_40139
Lone parent with dependent children aged 0-17,HHD3_40141
Couple with dependent children aged 0-17,HHD3_40144
Couple with dependent children aged 0-17,HHD3_40145
Couple with dependent children aged 0-17,HHD3_40146
Couple with dependent children aged 0-17,HHD3_40147
Couple with dependent children aged 0-17,HHD3_40149
Couple with dependent children aged 0-17,HHD3_40150
Couple with dependent children aged 0-17,HHD3_40151
Couple with dependent children aged 0-17,HHD3_40152
Households containing two or more families with children aged 0-17,HHD3_40153
Lone parent with dependent children aged 0-17,HHD3_40156
Couple with dependent children aged 0-17,HHD3_40157
Couple with dependent children aged 0-17,HHD3_40161
Couple with dependent children aged 0-17,HHD3_40163
Couple with dependent children aged 0-17,HHD3_40164
Couple with dependent children aged 0-17,HHD3_40166
Couple with dependent children aged 0-17,HHD3_40167
Couple with dependent children aged 0-17,HHD3_40168
Couple with dependent children aged 0-17,HHD3_40169
Couple with dependent children aged 0-17,HHD3_40170
Couple with dependent children aged 0-17,HHD3_40172
Couple with dependent children aged 0-17,HHD3_40173
Couple with dependent children aged 0-17,HHD3_40174
Couple with dependent children aged 0-17,HHD3_40175
Couple with dependent children aged 0-17,HHD3_40176
Lone parent with dependent children aged 0-17,HHD3_40177
Couple with dependent children aged 0-17,HHD3_40181
Couple with dependent children aged 0-17,HHD3_40182
Couple with dependent children aged 0-17,HHD3_40184
Couple with dependent children aged 0-17,HHD3_40186
Couple with dependent children aged 0-17,HHD3_40188
Lone parent with dependent children aged 0-17,HHD3_40189
Couple with dependent children aged 0-17,HHD3_40190
Lone parent with dependent children aged 0-17,HHD3_40191
Couple with dependent children aged 0-17,HHD3_40193
Couple with dependent children aged 0-17,HHD3_40195
Couple with dependent children aged 0-17,HHD3_40197
Couple with dependent children aged 0-17,HHD3_40200
Couple with dependent children aged 0-17,HHD3_40202
Couple with dependent children aged 0-17,HHD3_40203
Lone parent with dependent children aged 0-17,HHD3_40205
Lone parent with dependent children aged 0-17,HHD3_40207
Couple with dependent children aged 0-17,HHD3_40208
Couple with dependent children aged 0-17,HHD3_40210
Couple with dependent children aged 0-17,HHD3_40212
Couple with dependent children aged 0-17,HHD3_40213
Couple with dependent children aged 0-17,HHD3_40214
Couple with dependent children aged 0-17,HHD3_40215
Couple with dependent children aged 0-17,HHD3_40217
Couple with dependent children aged 0-17,HHD3_40218
Couple with dependent children aged 0-17,HHD3_40219
Couple with dependent children aged 0-17,HHD3_40220
Couple with dependent children aged 0-17,HHD3_40221
Couple with dependent children aged 0-17,HHD3_40223
Couple with dependent children aged 0-17,HHD3_40226
Couple with dependent children aged 0-17,HHD3_40229
Couple with dependent children aged 0-17,HHD3_40233
Couple with dependent children aged 0-17,HHD3_40234
Couple with dependent children aged 0-17,HHD3_40237
Couple with dependent children aged 0-17,HHD3_40238
Couple with dependent children aged 0-17,HHD3_40239
Couple with dependent children aged 0-17,HHD3_40240
Couple with dependent children aged 0-17,HHD3_40241
Couple with dependent children aged 0-17,HHD3_40242
Couple with dependent children aged 0-17,HHD3_40243
Couple with dependent children aged 0-17,HHD3_40244
Couple with dependent children aged 0-17,HHD3_40246
Couple with dependent children aged 0-17,HHD3_40247
Couple with dependent children aged 0-17,HHD3_40249
Couple with dependent children aged 0-17,HHD3_40251
Couple with dependent children aged 0-17,HHD3_40252
Couple with dependent children aged 0-17,HHD3_40253
Couple with dependent children aged 0-17,HHD3_40254
Lone parent with dependent children aged 0-17,HHD3_40256
Lone parent with dependent children aged 0-17,HHD3_40259
Couple with dependent children aged 0-17,HHD3_40261
Couple with dependent children aged 0-17,HHD3_40263
Lone parent with dependent children aged 0-17,HHD3_40264
Couple with dependent children aged 0-17,HHD3_40267
Couple with dependent children aged 0-17,HHD3_40270
Couple with dependent children aged 0-17,HHD3_40272
Couple with dependent children aged 0-17,HHD3_40276
Couple with dependent children aged 0-17,HHD3_40279
Couple with dependent children aged 0-17,HHD3_40280
Couple with dependent children aged 0-17,HHD3_40281
Couple with dependent children aged 0-17,HHD3_40283
Couple with dependent children aged 0-17,HHD3_40284
Couple with dependent children aged 0-17,HHD3_40287
Couple with dependent children aged 0-17,HHD3_40289
Couple with dependent children aged 0-17,HHD3_40292
Couple with dependent children aged 0-17,HHD3_40293
Couple with dependent children aged 0-17,HHD3_40294
Couple with dependent children aged 0-17,HHD3_40295
Couple with dependent children aged 0-17,HHD3_40296
Couple with dependent children aged 0-17,HHD3_40298
Couple with dependent children aged 0-17,HHD3_40299
Couple with dependent children aged 0-17,HHD3_40301
Couple with dependent children aged 0-17,HHD3_40307
Couple with dependent children aged 0-17,HHD3_40337
Couple with dependent children aged 0-17,HHD3_40339
Lone parent with dependent children aged 0-17,HHD3_40349
Couple with dependent children aged 0-17,HHD3_40350
Couple with dependent children aged 0-17,HHD3_40355
Lone parent with dependent children aged 0-17,HHD3_40362
Lone parent with dependent children aged 0-17,HHD3_40367
Couple with dependent children aged 0-17,HHD3_40369
Couple with dependent children aged 0-17,HHD3_40370
Lone parent with dependent children aged 0-17,HHD3_40371
Couple with dependent children aged 0-17,HHD3_40374
Couple with dependent children aged 0-17,HHD3_40379
Couple with dependent children aged 0-17,HHD3_40381
Couple with dependent children aged 0-17,HHD3_40382
Couple with dependent children aged 0-17,HHD3_40383
Couple with dependent children aged 0-17,HHD3_40387
Couple with dependent children aged 0-17,HHD3_40389
Lone parent with dependent children aged 0-17,HHD3_40401
Couple with dependent children aged 0-17,HHD3_40402
Couple with dependent children aged 0-17,HHD3_40403
Couple with dependent children aged 0-17,HHD3_40405
Couple with dependent children aged 0-17,HHD3_40408
Couple with dependent children aged 0-17,HHD3_40409
Couple with dependent children aged 0-17,HHD3_40410
Couple with dependent children aged 0-17,HHD3_40422
Couple with dependent children aged 0-17,HHD3_40423
Lone parent with dependent children aged 0-17,HHD3_40427
Couple with dependent children aged 0-17,HHD3_40429
Couple with dependent children aged 0-17,HHD3_40430
Lone parent with dependent children aged 0-17,HHD3_40431
Couple with dependent children aged 0-17,HHD3_40434
Couple with dependent children aged 0-17,HHD3_40436
Couple with dependent children aged 0-17,HHD3_40439
Couple with dependent children aged 0-17,HHD3_40441
Couple with dependent children aged 0-17,HHD3_40451
Couple with dependent children aged 0-17,HHD3_40454
Couple with dependent children aged 0-17,HHD3_40455
Couple with dependent children aged 0-17,HHD3_40457
Couple with dependent children aged 0-17,HHD3_40461
Couple with dependent children aged 0-17,HHD3_40464
Couple with dependent children aged 0-17,HHD3_40468
Couple with dependent children aged 0-17,HHD3_40469
Couple with dependent children aged 0-17,HHD3_40473
Lone parent with dependent children aged 0-17,HHD3_40474
Couple with dependent children aged 0-17,HHD3_40475
Couple with dependent children aged 0-17,HHD3_40478
Households containing two or more families with children aged 0-17,HHD3_40479
Couple with dependent children aged 0-17,HHD3_40481
Couple with dependent children aged 0-17,HHD3_40485
Households containing two or more families with children aged 0-17,HHD3_40491
Couple with dependent children aged 0-17,HHD3_40492
Couple with dependent children aged 0-17,HHD3_40493
Couple with dependent children aged 0-17,HHD3_40497
Couple with dependent children aged 0-17,HHD3_40501
Couple with dependent children aged 0-17,HHD3_40502
Couple with dependent children aged 0-17,HHD3_40503
Lone parent with dependent children aged 0-17,HHD3_40506
Couple with dependent children aged 0-17,HHD3_40605
Couple with dependent children aged 0-17,HHD3_40614
Couple with dependent children aged 0-17,HHD3_40633
Couple with dependent children aged 0-17,HHD3_40636
Couple with dependent children aged 0-17,HHD3_40637
Couple with dependent children aged 0-17,HHD3_40638
Couple with dependent children aged 0-17,HHD3_40639
Couple with dependent children aged 0-17,HHD3_40640
Couple with dependent children aged 0-17,HHD3_40641
Lone parent with dependent children aged 0-17,HHD3_40642
Couple with dependent children aged 0-17,HHD3_40643
Couple with dependent children aged 0-17,HHD3_40644
Couple with dependent children aged 0-17,HHD3_40645
Couple with dependent children aged 0-17,HHD3_40646
Couple with dependent children aged 0-17,HHD3_40647
Couple with dependent children aged 0-17,HHD3_40648
Lone parent with dependent children aged 0-17,HHD3_40649
Couple with dependent children aged 0-17,HHD3_40650
Couple with dependent children aged 0-17,HHD3_40651
Couple with dependent children aged 0-17,HHD3_40652
Couple with dependent children aged 0-17,HHD3_40653
Couple with dependent children aged 0-17,HHD3_40654
Couple with dependent children aged 0-17,HHD3_40655
Couple with dependent children aged 0-17,HHD3_40656
Couple with dependent children aged 0-17,HHD3_40657
Couple with dependent children aged 0-17,HHD3_40658
Couple with dependent children aged 0-17,HHD3_40659
Couple with dependent children aged 0-17,HHD3_40660
Couple with dependent children aged 0-17,HHD3_40661
Couple with dependent children aged 0-17,HHD3_40662
Couple with dependent children aged 0-17,HHD3_40663
Couple with dependent children aged 0-17,HHD3_40664
Couple with dependent children aged 0-17,HHD3_40665
Couple with dependent children aged 0-17,HHD3_40666
Couple with dependent children aged 0-17,HHD3_40667
Couple with dependent children aged 0-17,HHD3_40668
Couple with dependent children aged 0-17,HHD3_40669
Couple with dependent children aged 0-17,HHD3_40670
Couple with dependent children aged 0-17,HHD3_40671
Lone parent with dependent children aged 0-17,HHD3_40672
Couple with dependent children aged 0-17,HHD3_40673
Couple with dependent children aged 0-17,HHD3_40674
Couple with dependent children aged 0-17,HHD3_40675
Couple with dependent children aged 0-17,HHD3_40676
Couple with dependent children aged 0-17,HHD3_40677
Lone parent with dependent children aged 0-17,HHD3_40678
Couple with dependent children aged 0-17,HHD3_40679
Couple with dependent children aged 0-17,HHD3_40680
Couple with dependent children aged 0-17,HHD3_40681
Lone parent with dependent children aged 0-17,HHD3_40682
Couple with dependent children aged 0-17,HHD3_40683
Couple with dependent children aged 0-17,HHD3_40684
Couple with dependent children aged 0-17,HHD3_40685
Lone parent with dependent children aged 0-17,HHD3_40686
Couple with dependent children aged 0-17,HHD3_40687
Couple with dependent children aged 0-17,HHD3_40688
Couple with dependent children aged 0-17,HHD4_40002
Couple with dependent children aged 0-17,HHD4_40003
Couple with dependent children aged 0-17,HHD4_40004
Couple with dependent children aged 0-17,HHD4_40005
Couple with dependent children aged 0-17,HHD4_40006
Couple with dependent children aged 0-17,HHD4_40008
Couple with dependent children aged 0-17,HHD4_40011
Couple with dependent children aged 0-17,HHD4_40012
Couple with dependent children aged 0-17,HHD4_40013
Lone parent with dependent children aged 0-17,HHD4_40014
Couple with dependent children aged 0-17,HHD4_40017
Couple with dependent children aged 0-17,HHD4_40018
Couple with dependent children aged 0-17,HHD4_40019
Couple with dependent children aged 0-17,HHD4_40021
Couple with dependent children aged 0-17,HHD4_40022
Couple with dependent children aged 0-17,HHD4_40023
Couple with dependent children aged 0-17,HHD4_40024
Couple with dependent children aged 0-17,HHD4_40028
Couple with dependent children aged 0-17,HHD4_40030
Couple with dependent children aged 0-17,HHD4_40031
Couple with dependent children aged 0-17,HHD4_40034
Couple with dependent children aged 0-17,HHD4_40035
Couple with dependent children aged 0-17,HHD4_40037
Couple with dependent children aged 0-17,HHD4_40039
Couple with dependent children aged 0-17,HHD4_40044
Couple with dependent children aged 0-17,HHD4_40046
Couple with dependent children aged 0-17,HHD4_40048
Couple with dependent children aged 0-17,HHD4_40050
Couple with dependent children aged 0-17,HHD4_40053
Lone parent with dependent children aged 0-17,HHD4_40054
Couple with dependent children aged 0-17,HHD4_40055
Couple with dependent children aged 0-17,HHD4_40056
Couple with dependent children aged 0-17,HHD4_40057
Couple with dependent children aged 0-17,HHD4_40058
Couple with dependent children aged 0-17,HHD4_40059
Couple with dependent children aged 0-17,HHD4_40060
Couple with dependent children aged 0-17,HHD4_40062
Couple with dependent children aged 0-17,HHD4_40063
Lone parent with dependent children aged 0-17,HHD4_40064
Lone parent with dependent children aged 0-17,HHD4_40065
Couple with dependent children aged 0-17,HHD4_40067
Couple with dependent children aged 0-17,HHD4_40070
Couple with dependent children aged 0-17,HHD4_40072
Lone parent with dependent children aged 0-17,HHD4_40074
Couple with dependent children aged 0-17,HHD4_40075
Couple with dependent children aged 0-17,HHD4_40077
Couple with dependent children aged 0-17,HHD4_40078
Couple with dependent children aged 0-17,HHD4_40079
Couple with dependent children aged 0-17,HHD4_40080
Couple with dependent children aged 0-17,HHD4_40081
Couple with dependent children aged 0-17,HHD4_40083
Couple with dependent children aged 0-17,HHD4_40084
Couple with dependent children aged 0-17,HHD4_40086
Couple with dependent children aged 0-17,HHD4_40087
Lone parent with dependent children aged 0-17,HHD4_40088
Couple with dependent children aged 0-17,HHD4_40089
Couple with dependent children aged 0-17,HHD4_40091
Couple with dependent children aged 0-17,HHD4_40093
Couple with dependent children aged 0-17,HHD4_40094
Couple with dependent children aged 0-17,HHD4_40095
Couple with dependent children aged 0-17,HHD4_40096
Households containing two or more families with children aged 0-17,HHD4_40098
Couple with dependent children aged 0-17,HHD4_40099
Couple with dependent children aged 0-17,HHD4_40100
Lone parent with dependent children aged 0-17,HHD4_40101
Couple with dependent children aged 0-17,HHD4_40102
Couple with dependent children aged 0-17,HHD4_40103
Couple with dependent children aged 0-17,HHD4_40107
Couple with dependent children aged 0-17,HHD4_40108
Lone parent with dependent children aged 0-17,HHD4_40109
Couple with dependent children aged 0-17,HHD4_40110
Couple with dependent children aged 0-17,HHD4_40112
Couple with dependent children aged 0-17,HHD4_40116
Couple with dependent children aged 0-17,HHD4_40117
Couple with dependent children aged 0-17,HHD4_40118
Couple with dependent children aged 0-17,HHD4_40119
Couple with dependent children aged 0-17,HHD4_40120
Households containing two or more families with children aged 0-17,HHD4_40122
Couple with dependent children aged 0-17,HHD4_40126
Couple with dependent children aged 0-17,HHD4_40128
Couple with dependent children aged 0-17,HHD4_40129
Couple with dependent children aged 0-17,HHD4_40130
Couple with dependent children aged 0-17,HHD4_40132
Couple with dependent children aged 0-17,HHD4_40134
Lone parent with dependent children aged 0-17,HHD4_40136
Couple with dependent children aged 0-17,HHD4_40137
Lone parent with dependent children aged 0-17,HHD4_40138
Couple with dependent children aged 0-17,HHD4_40139
Lone parent with dependent children aged 0-17,HHD4_40140
Lone parent with dependent children aged 0-17,HHD4_40141
Couple with dependent children aged 0-17,HHD4_40143
Couple with dependent children aged 0-17,HHD4_40144
Couple with dependent children aged 0-17,HHD4_40146
Couple with dependent children aged 0-17,HHD4_40149
Households containing two or more families with children aged 0-17,HHD4_40153
Couple with dependent children aged 0-17,HHD4_40155
Lone parent with dependent children aged 0-17,HHD4_40158
Couple with dependent children aged 0-17,HHD4_40165
Couple with dependent children aged 0-17,HHD4_40166
Couple with dependent children aged 0-17,HHD4_40167
Couple with dependent children aged 0-17,HHD4_40168
Couple with dependent children aged 0-17,HHD4_40169
Couple with dependent children aged 0-17,HHD4_40170
Couple with dependent children aged 0-17,HHD4_40171
Couple with dependent children aged 0-17,HHD4_40172
Couple with dependent children aged 0-17,HHD4_40174
Couple with dependent children aged 0-17,HHD4_40176
Couple with dependent children aged 0-17,HHD4_40179
Couple with dependent children aged 0-17,HHD4_40182
Couple with dependent children aged 0-17,HHD4_40183
Couple with dependent children aged 0-17,HHD4_40184
Couple with dependent children aged 0-17,HHD4_40185
Couple with dependent children aged 0-17,HHD4_40186
Lone parent with dependent children aged 0-17,HHD4_40187
Couple with dependent children aged 0-17,HHD4_40188
Lone parent with dependent children aged 0-17,HHD4_40189
Couple with dependent children aged 0-17,HHD4_40190
Couple with dependent children aged 0-17,HHD4_40193
Couple with dependent children aged 0-17,HHD4_40200
Couple with dependent children aged 0-17,HHD4_40201
Lone parent with dependent children aged 0-17,HHD4_40205
Couple with dependent children aged 0-17,HHD4_40208
Couple with dependent children aged 0-17,HHD4_40210
Couple with dependent children aged 0-17,HHD4_40211
Couple with dependent children aged 0-17,HHD4_40213
Couple with dependent children aged 0-17,HHD4_40214
Couple with dependent children aged 0-17,HHD4_40215
Couple with dependent children aged 0-17,HHD4_40217
Couple with dependent children aged 0-17,HHD4_40218
Couple with dependent children aged 0-17,HHD4_40219
Couple with dependent children aged 0-17,HHD4_40220
Households containing two or more families with children aged 0-17,HHD4_40225
Couple with dependent children aged 0-17,HHD4_40226
Couple with dependent children aged 0-17,HHD4_40229
Lone parent with dependent children aged 0-17,HHD4_40230
Couple with dependent children aged 0-17,HHD4_40231
Couple with dependent children aged 0-17,HHD4_40237
Couple with dependent children aged 0-17,HHD4_40238
Couple with dependent children aged 0-17,HHD4_40241
Couple with dependent children aged 0-17,HHD4_40242
Couple with dependent children aged 0-17,HHD4_40246
Couple with dependent children aged 0-17,HHD4_40247
Couple with dependent children aged 0-17,HHD4_40249
Couple with dependent children aged 0-17,HHD4_40252
Couple with dependent children aged 0-17,HHD4_40253
Lone parent with dependent children aged 0-17,HHD4_40256
Couple with dependent children aged 0-17,HHD4_40258
Couple with dependent children aged 0-17,HHD4_40260
Couple with dependent children aged 0-17,HHD4_40261
Couple with dependent children aged 0-17,HHD4_40263
Lone parent with dependent children aged 0-17,HHD4_40264
Couple with dependent children aged 0-17,HHD4_40265
Couple with dependent children aged 0-17,HHD4_40271
Couple with dependent children aged 0-17,HHD4_40272
Lone parent with dependent children aged 0-17,HHD4_40273
Couple with dependent children aged 0-17,HHD4_40276
Couple with dependent children aged 0-17,HHD4_40277
Couple with dependent children aged 0-17,HHD4_40278
Couple with dependent children aged 0-17,HHD4_40279
Couple with dependent children aged 0-17,HHD4_40281
Couple with dependent children aged 0-17,HHD4_40283
Couple with dependent children aged 0-17,HHD4_40286
Couple with dependent children aged 0-17,HHD4_40291
Couple with dependent children aged 0-17,HHD4_40294
Couple with dependent children aged 0-17,HHD4_40295
Couple with dependent children aged 0-17,HHD4_40298
Couple with dependent children aged 0-17,HHD4_40299
Couple with dependent children aged 0-17,HHD4_40307
Couple with dependent children aged 0-17,HHD4_40328
